"nb_downl,nb_pages,nb_stud,nb_works,h_index,nb_cit,vn_yn,clark_yn,top10_uni,usa_yn,descri_len,len_work",
"6515,5349,23,647,73,25139,1,1,1,1,10,8",267387944
