"nb_downl,nb_pages,nb_stud,nb_works,h_index,nb_cit,vn_yn,clark_yn,top10_uni,usa_yn,descri_len,len_work",
"2308,969,8.5,225,42,10435,1,1,1,1,10,4",306666667
